year,school,Overall_W,Overall_SRS,made_it
2006,Northwestern,14,3.89,0
2006,Notre Dame,16,12.35,0
2006,Oakland,11,-9.01,0
2006,Ohio State,26,16.08,1
2006,Ohio,19,3.84,0
2006,Oklahoma State,17,11.25,0
2006,Oklahoma,20,11.89,1
2006,Old Dominion,24,7.62,0
2006,Oral Roberts,21,3.23,1
2006,Oregon State,13,1.47,0
2006,Oregon,15,10.41,0
2006,Pacific,24,6.93,1
2006,Penn State,15,4.42,0
2006,Pennsylvania,20,6.01,1
2006,Pepperdine,7,-3.09,0
2006,Pittsburgh,25,16.37,1
2006,Portland State,12,-2.4,0
2006,Portland,11,-3.98,0
2006,Prairie View,5,-24.86,0
2006,Princeton,12,-7.15,0
2006,Providence,12,7.83,0
2006,Purdue,9,0.4,0
2006,Quinnipiac,12,-8.12,0
2006,Radford,16,-7.65,0
2006,Rhode Island,14,0.27,0
2006,Rice,12,-4,0
2006,Richmond,13,-5.09,0
2006,Rider,8,-6.71,0
2006,Robert Morris,15,-8.04,0
2006,Rutgers,19,8,0
2006,Sacramento State,15,-1.58,0
2006,Sacred Heart,11,-7.72,0
2006,Saint Francis (PA),4,-16.61,0
2006,Saint Joseph's,19,9.6,0
2006,Saint Louis,16,3.21,0
2006,Saint Mary's (CA),17,5,0
2006,Saint Peter's,17,-1.67,0
2006,Sam Houston State,22,-3.25,0
2006,Samford,20,-1.92,0
2006,San Diego State,24,9.81,1
2006,San Diego,18,3.66,0
2006,San Francisco,11,0.22,0
2006,San Jose State,6,-3.19,0
2006,Santa Clara,13,-0.35,0
2006,Savannah State,2,-34.3,0
2006,Seton Hall,18,6.78,1
2006,Siena,15,0.9,0
2006,South Alabama,24,4.88,1
2006,South Carolina State,14,-12.15,0
2006,South Carolina,23,13.3,0
2006,South Florida,7,0.2,0
2006,Southeast Missouri State,7,-14.23,0
2006,Southeastern Louisiana,16,-2.72,0
2006,Southern California,17,7.44,0
2006,Southern Illinois,22,8.93,1
2006,Southern Methodist,13,-1.1,0
2006,Southern Mississippi,10,-7.88,0
2006,Southern Utah,10,-7.57,0
2006,Southern,20,-5.97,1
2006,St. Bonaventure,8,-5.71,0
2006,St. Francis (NY),10,-8.43,0
2006,St. John's (NY),12,5.24,0
2006,Stanford,16,9.52,0
2006,Stephen F. Austin,17,-3.6,0
2006,Stetson,14,-11.98,0
2006,Stony Brook,4,-13.66,0
2006,Syracuse,23,11.68,1
2006,Temple,17,8.22,0
2006,Tennessee-Martin,13,-7.67,0
2006,Tennessee State,13,-5.87,0
2006,Tennessee Tech,19,-5.46,0
2006,Tennessee,22,14.73,1
2006,Texas A&M-Corpus Christi,20,2.96,0
2006,Texas A&M,22,13.19,1
2006,Texas-Arlington,14,-3.93,0
2006,Texas Christian,6,-4.11,0
2006,Texas-El Paso,21,5.93,0
2006,Texas-Rio Grande Valley,7,-16.7,0
2006,Texas-San Antonio,11,-5.76,0
2006,Texas Southern,8,-18.08,0
2006,Texas State,3,-14.94,0
2006,Texas Tech,15,6.31,0
2006,Texas,30,21.89,1
2006,Toledo,20,3.16,0
2006,Towson,12,-7.63,0
2006,Troy,14,-2.25,0
2006,Tulane,12,-5.44,0
2006,Tulsa,11,-4.66,0
2006,UCLA,32,17.34,1
2006,Utah State,23,7.76,1
2006,Utah,14,3.28,0
2006,Valparaiso,17,-2.47,0
2006,Vanderbilt,17,10.63,0
2006,Vermont,13,-4.34,0
2006,Villanova,28,19.51,1
2006,Virginia Commonwealth,19,4.55,0
2006,VMI,7,-16.22,0
2006,Virginia Tech,14,8.17,0
2006,Virginia,15,6.71,0
2006,Wagner,13,-7.42,0
2006,Wake Forest,17,8.16,0
2006,Washington State,11,8.25,0
2006,Washington,26,18.08,1
2006,Weber State,10,-6.19,0
2006,West Virginia,22,14.51,1
2006,Western Carolina,13,-8.32,0
2006,Western Illinois,7,-12.02,0
2006,Western Kentucky,23,5.38,0
2006,Western Michigan,14,-5.67,0
2006,Wichita State,26,11.45,1
2006,William & Mary,8,-5.67,0
2006,Winthrop,23,6.28,1
2006,Wisconsin,19,13.14,1
2006,Wofford,11,-7.9,0
2006,Wright State,13,-3.59,0
2006,Wyoming,14,2.15,0
2006,Xavier,21,10.11,1
2006,Yale,15,-7.31,0
2006,Youngstown State,7,-7.59,0
2007,Air Force,26,15.19,0
2007,Akron,26,10.9,0
2007,Alabama A&M,10,-23.55,0
2007,Alabama-Birmingham,15,3.97,0
2007,Alabama State,10,-17.9,0
2007,Alabama,20,10.81,0
2007,Albany (NY),23,-1.6,1
2007,Alcorn State,11,-22.48,0
2007,American,16,-2.68,0
2007,Appalachian State,25,4.68,0
2007,Arizona State,8,3.31,0
2007,Arizona,20,16.24,1
2007,Little Rock,13,-9.87,0
2007,Arkansas-Pine Bluff,12,-17.21,0
2007,Arkansas State,18,-6.47,0
2007,Arkansas,21,13.77,1
2007,Army,15,-9.06,0
2007,Auburn,17,6.77,0
2007,Austin Peay,21,-3.45,0
2007,Ball State,9,-4.47,0
2007,Baylor,15,5.42,0
2007,Belmont,23,-0.39,1
2007,Bethune-Cookman,9,-20.71,0
2007,Binghamton,13,-8.06,0
2007,Boise State,17,3,0
2007,Boston College,21,13.76,1
2007,Boston University,12,-4.62,0
2007,Bowling Green State,13,-5.48,0
2007,Bradley,22,10.89,0
2007,Brigham Young,25,11.38,1
2007,Brown,11,-7.03,0
2007,Bucknell,22,2.84,0
2007,Buffalo,12,-3.92,0
2007,Butler,29,14.34,1
2007,Cal Poly,19,-2.33,0
2007,Cal State Fullerton,20,-1.91,0
2007,Cal State Northridge,14,-6.12,0
2007,UC-Irvine,15,-3.77,0
2007,UC-Riverside,7,-15.19,0
2007,UC-Santa Barbara,18,-0.81,0
2007,University of California,16,8.64,0
2007,Campbell,14,-10.88,0
2007,Canisius,12,-8.22,0
2007,Centenary (LA),10,-9.17,0
2007,Central Connecticut State,22,-3.63,1
2007,Central Florida,22,4.74,0
2007,Central Michigan,13,-5.34,0
2007,Charleston Southern,8,-15.08,0
2007,Charlotte,14,-0.29,0
2007,Chattanooga,15,-5.94,0
2007,Chicago State,9,-6.59,0
2007,Cincinnati,11,3.8,0
2007,Citadel,7,-14.84,0
2007,Clemson,25,15.35,0
2007,Cleveland State,10,-6.59,0
2007,Coastal Carolina,15,-7.2,0
2007,Colgate,10,-10.27,0
2007,College of Charleston,22,0.7,0
2007,Colorado State,17,4.09,0
2007,Colorado,7,-4.14,0
2007,Columbia,16,-6.36,0
2007,Connecticut,17,13.22,0
2007,Coppin State,12,-15.2,0
2007,Cornell,16,-4.63,0
2007,Creighton,22,12.57,1
2007,Dartmouth,9,-13.09,0
2007,Davidson,29,8.31,1
2007,Dayton,19,2.75,0
2007,Delaware State,21,-6.7,0
2007,Delaware,5,-11.41,0
2007,Denver,4,-18.16,0
2007,DePaul,20,12.44,0
2007,Detroit Mercy,11,-1.96,0
2007,Drake,17,3.64,0
2007,Drexel,23,5.43,0
2007,Duke,22,18.85,1
2007,Duquesne,10,-5.67,0
2007,East Carolina,6,-10.37,0
2007,East Tennessee State,24,-2.37,0
2007,Eastern Illinois,10,-13.01,0
2007,Eastern Kentucky,21,-4.19,1
2007,Eastern Michigan,13,-6.83,0
2007,Eastern Washington,15,-4.15,0
2007,Elon,7,-11.23,0
2007,Evansville,14,5.13,0
2007,Fairfield,13,-4.49,0
2007,Fairleigh Dickinson,14,-9.71,0
2007,Florida A&M,21,-9.73,1
2007,Florida Atlantic,16,-10.24,0
2007,Florida International,12,-13,0
2007,Florida State,22,14.14,0
2007,Florida,35,23.82,1
2007,Fordham,18,1.21,0
2007,Fresno State,22,4.47,0
2007,Furman,15,-4.82,0
2007,Gardner-Webb,9,-13.11,0
2007,George Mason,18,4.16,0
2007,George Washington,23,5.61,1
2007,Georgetown,30,19.62,1
2007,Georgia Southern,15,-6.9,0
2007,Georgia State,11,-8.14,0
2007,Georgia Tech,20,17.17,1
2007,Georgia,19,13.47,0
2007,Gonzaga,23,12.15,1
2007,Grambling,12,-19.99,0
2007,Green Bay,18,-0.52,0
2007,Hampton,15,-10.1,0
2007,Hartford,13,-8.79,0
2007,Harvard,12,-9.67,0
2007,Hawaii,18,6.99,0
2007,High Point,22,-1.37,0
2007,Hofstra,22,2.53,0
2007,Holy Cross,25,3.32,1
2007,Houston,18,5.75,0
2007,Howard,9,-17.8,0
2007,Idaho State,13,-4.21,0
2007,Idaho,4,-12.56,0
2007,Illinois-Chicago,14,-0.46,0
2007,Illinois State,15,5.73,0
2007,Illinois,23,14.18,1
2007,Indiana State,13,2.18,0
2007,Indiana,21,16.78,1
2007,Iona,2,-15.24,0
2007,Iowa State,15,1.85,0
2007,Iowa,17,9.12,0
2007,Fort Wayne,12,-10.54,0
2007,IUPUI,15,-3.71,0
2007,Jackson State,21,-12.28,1
2007,Jacksonville State,9,-12.73,0
2007,Jacksonville,15,-8.88,0
2007,James Madison,7,-10.18,0
2007,Kansas State,23,10.35,0
2007,Kansas,33,22.62,1
2007,Kent State,21,5.25,0
2007,Kentucky,22,17.12,1
2007,La Salle,10,-5.66,0
2007,Lafayette,9,-14.16,0
2007,Lamar,15,-7.89,0
2007,Lehigh,12,-7.79,0
2007,Liberty,14,-6.25,0
2007,Lipscomb,18,-2.62,0
2007,Long Beach State,24,2.24,1
2007,Long Island University,10,-13.84,0
2007,Louisiana,9,-10.88,0
2007,Louisiana-Monroe,18,-9.56,0
2007,Louisiana State,17,12.75,0
2007,Louisiana Tech,10,-4.66,0
2007,Louisville,24,16.08,1
2007,Loyola (IL),21,4.31,0
2007,Loyola Marymount,13,-5.68,0
2007,Loyola (MD),18,-3.77,0
2007,Maine,12,-10.54,0
2007,Manhattan,13,-8.12,0
2007,Marist,25,1.65,0
2007,Marquette,24,14.14,1
2007,Marshall,13,-1.89,0
2007,Maryland-Baltimore County,12,-9.47,0
2007,Maryland-Eastern Shore,4,-22.97,0
2007,Maryland,25,19.06,1
2007,Massachusetts,24,9.49,0
2007,McNeese State,15,-11.34,0
2007,Memphis,33,19.72,1
2007,Mercer,13,-13.11,0
2007,Miami (FL),12,5.49,0
2007,Miami (OH),18,4.81,1
2007,Michigan State,23,16.3,1
2007,Michigan,22,10.59,0
2007,Middle Tennessee,15,-5.93,0
2007,Milwaukee,9,-5.26,0
2007,Minnesota,9,0.78,0
2007,Mississippi State,21,15.31,0
2007,Mississippi Valley State,18,-13.12,0
2007,Mississippi,21,9.9,0
2007,Missouri-Kansas City,12,-6.26,0
2007,Missouri State,22,13.96,0
2007,Missouri,18,10.77,0
2007,Monmouth,12,-8.96,0
2007,Montana State,11,-11.75,0
2007,Montana,17,-5.34,0
2007,Morehead State,12,-10.12,0
2007,Morgan State,13,-12.14,0
2007,Mount St. Mary's,11,-8.81,0
2007,Murray State,16,-6.59,0
2007,Navy,14,-7.69,0
2007,Nebraska,17,6.94,0
2007,Nevada-Las Vegas,30,12.98,1
2007,Nevada,29,10.58,1
2007,New Hampshire,10,-12.28,0
2007,New Mexico State,25,5.04,1
2007,New Mexico,15,3.19,0
2007,New Orleans,14,-7.86,0
2007,Niagara,23,-3.41,1
2007,Nicholls State,8,-12.3,0
2007,Norfolk State,11,-16.92,0
2007,North Carolina-Asheville,12,-8.9,0
2007,North Carolina A&T,15,-11.68,0
2007,North Carolina-Greensboro,16,-2.76,0
2007,North Carolina State,20,8.53,0
2007,North Carolina-Wilmington,7,-6.41,0
2007,North Carolina,31,26.41,1
2007,North Texas,23,-3.11,1
2007,Northeastern,13,-3.98,0
2007,Northern Arizona,18,-3.28,0
2007,Northern Illinois,7,-6.67,0
2007,Northern Iowa,18,8.05,0
2007,Northwestern State,17,-3.6,0
2007,Northwestern,13,4.92,0
2007,Notre Dame,24,16.94,1
2007,Oakland,19,0.25,0
2007,Ohio State,35,21.54,1
2007,Ohio,19,2.29,0
2007,Oklahoma State,22,9.63,0
2007,Oklahoma,16,13.02,0
2007,Old Dominion,24,7.83,1
2007,Oral Roberts,23,4.54,1
2007,Oregon State,11,-0.74,0
2007,Oregon,29,15.95,1
2007,Pacific,12,-5.19,0
2007,Penn State,11,3.25,0
2007,Pennsylvania,22,4.16,1
2007,Pepperdine,8,-5.9,0
2007,Pittsburgh,29,16.99,1
2007,Portland State,19,-5.95,0
2007,Portland,9,-8.69,0
2007,Prairie View,8,-23.73,0
2007,Princeton,11,-8.52,0
2007,Providence,18,9.85,0
2007,Purdue,22,14.65,1
2007,Quinnipiac,14,-9.22,0
2007,Radford,8,-11.57,0
2007,Rhode Island,19,1.54,0
2007,Rice,16,-1.67,0
2007,Richmond,8,-7.56,0
2007,Rider,16,-8.31,0
2007,Robert Morris,17,-5.62,0
2007,Rutgers,10,-2.25,0
2007,Sacramento State,10,-14.43,0
2007,Sacred Heart,18,-4.41,0
2007,Saint Francis (PA),8,-13.39,0
2007,Saint Joseph's,18,5.11,0
2007,Saint Louis,20,3.13,0
2007,Saint Mary's (CA),17,4.17,0
2007,Saint Peter's,5,-13.72,0
2007,Sam Houston State,21,-1.13,0
2007,Samford,16,-6.72,0
2007,San Diego State,22,7.16,0
2007,San Diego,18,-1.6,0
2007,San Francisco,13,-1.35,0
2007,San Jose State,5,-7.26,0
2007,Santa Clara,21,6.34,0
2007,Savannah State,12,-15.95,0
2007,Seton Hall,13,5.94,0
2007,Siena,20,-1.16,0
2007,South Alabama,20,-2.01,0
2007,South Carolina State,13,-12.57,0
2007,South Carolina,14,3.79,0
2007,South Florida,12,2.34,0
2007,Southeast Missouri State,11,-13.55,0
2007,Southeastern Louisiana,16,-8.87,0
2007,Southern California,25,13.78,1
2007,Southern Illinois,29,13.59,1
2007,Southern Methodist,14,-0.45,0
2007,Southern Mississippi,20,3.36,0
2007,Southern Utah,16,-4.29,0
2007,Southern,10,-17.72,0
2007,St. Bonaventure,7,-12.5,0
2007,St. Francis (NY),9,-11.51,0
2007,St. John's (NY),16,4.51,0
2007,Stanford,18,11.16,1
2007,Stephen F. Austin,15,-5.54,0
2007,Stetson,11,-13.86,0
2007,Stony Brook,9,-10.3,0
2007,Syracuse,24,14.04,0
2007,Temple,12,2.88,0
2007,Tennessee-Martin,8,-13.91,0
2007,Tennessee State,12,-11.82,0
2007,Tennessee Tech,19,-2.65,0
2007,Tennessee,24,14.97,1
2007,Texas A&M-Corpus Christi,26,3.07,1
2007,Texas A&M,27,21.27,1
2007,Texas-Arlington,13,-11.84,0
2007,Texas Christian,13,-1.59,0
2007,Texas-El Paso,14,4.27,0
2007,Texas-Rio Grande Valley,14,-9.18,0
2007,Texas-San Antonio,7,-15.47,0
2007,Texas Southern,14,-19.59,0
2007,Texas State,9,-17.47,0
2007,Texas Tech,21,9.71,1
2007,Texas,25,15.6,1
2007,Toledo,19,2.71,0
2007,Towson,15,-1.17,0
2007,Troy,13,-8.39,0
2007,Tulane,17,0.49,0
2007,Tulsa,20,4.44,0
2007,UCLA,30,20.9,1
2007,Utah State,23,3.8,0
2007,Utah,11,2.06,0
2007,Valparaiso,16,-1.24,0
2007,Vanderbilt,22,12.76,1
2007,Vermont,25,0.06,0
2007,Villanova,22,16.13,1
2007,Virginia Commonwealth,28,9.5,1
2007,VMI,14,-8.72,0
2007,Virginia Tech,22,14.35,1
2007,Virginia,21,12.89,1
2007,Wagner,11,-12.42,0
2007,Wake Forest,15,6.08,0
2007,Washington State,26,13.33,1
2007,Washington,19,10.03,0
2007,Weber State,20,-4.03,1
2007,West Virginia,27,14.43,0
2007,Western Carolina,11,-9.42,0
2007,Western Illinois,7,-15.02,0
2007,Western Kentucky,22,1,0
2007,Western Michigan,16,2.11,0
2007,Wichita State,17,10.05,0
2007,William & Mary,15,-3.8,0
2007,Winthrop,29,9.17,1
2007,Wisconsin,30,19.28,1
2007,Wofford,10,-9.49,0
2007,Wright State,23,1.94,1
2007,Wyoming,17,2.27,0
2007,Xavier,25,14.18,1
2007,Yale,14,-3.91,0
2007,Youngstown State,14,-3.09,0
2008,Air Force,16,0.44,0
2008,Akron,24,6.24,0
2008,Alabama A&M,14,-16.14,0
2008,Alabama-Birmingham,23,8.35,0
2008,Alabama State,20,-7.73,0
2008,Alabama,17,8.12,0
2008,Albany (NY),15,-4.05,0
2008,Alcorn State,7,-23.12,0
2008,American,21,-1.87,1
2008,Appalachian State,18,-0.71,0
2008,Arizona State,21,10.31,0
2008,Arizona,19,14.55,1
2008,Little Rock,20,-3.26,0
2008,Arkansas-Pine Bluff,13,-17.8,0
2008,Arkansas State,10,-7.75,0
2008,Arkansas,23,12.48,1
2008,Army,14,-8.62,0
2008,Auburn,14,2.31,0
2008,Austin Peay,24,-2.21,1
2008,Ball State,6,-5.61,0
2008,Baylor,21,11.46,1
2008,Belmont,25,-0.12,1
2008,Bethune-Cookman,11,-15.97,0
2008,Binghamton,14,-6.84,0
2008,Boise State,25,1.6,1
2008,Boston College,14,6.46,0
2008,Boston University,14,-6.69,0
2008,Bowling Green State,13,-5.09,0
2008,Bradley,21,6.23,0
2008,Brigham Young,27,11.82,1
2008,Brown,19,-0.65,0
2008,Bucknell,12,-6.88,0
2008,Buffalo,10,-3.9,0
2008,Butler,30,13,1
2008,Cal Poly,12,-9.48,0
2008,Cal State Fullerton,24,5.64,1
2008,Cal State Northridge,20,1.23,0
2008,UC-Davis,9,-15.02,0
2008,UC-Irvine,18,-1.2,0
2008,UC-Riverside,9,-10.73,0
2008,UC-Santa Barbara,23,1.17,0
2008,University of California,17,9.36,0
2008,Campbell,10,-11.91,0
2008,Canisius,6,-14.3,0
2008,Centenary (LA),10,-10.86,0
2008,Central Connecticut State,14,-5.31,0
2008,Central Florida,16,5.61,0
2008,Central Michigan,14,-3.22,0
2008,Charleston Southern,10,-15.23,0
2008,Charlotte,20,6.54,0
2008,Chattanooga,18,-1.22,0
2008,Chicago State,11,-10.63,0
2008,Cincinnati,13,4.86,0
2008,Citadel,6,-16.99,0
2008,Clemson,24,18.05,1
2008,Cleveland State,21,3.38,0
2008,Coastal Carolina,13,-11.52,0
2008,Colgate,18,-5.63,0
2008,College of Charleston,16,-2.22,0
2008,Colorado State,7,-7.09,0
2008,Colorado,12,4.05,0
2008,Columbia,14,-8.45,0
2008,Connecticut,24,15.54,1
2008,Coppin State,16,-14.51,1
2008,Cornell,22,0.76,1
2008,Creighton,22,8.06,0
2008,Dartmouth,10,-14.56,0
2008,Davidson,29,13.93,1
2008,Dayton,23,7.98,0
2008,Delaware State,14,-11.51,0
2008,Delaware,14,-5.82,0
2008,Denver,11,-6.14,0
2008,DePaul,11,4.31,0
2008,Detroit Mercy,7,-6.38,0
2008,Drake,28,14.08,1
2008,Drexel,12,-7.63,0
2008,Duke,28,21.52,1
2008,Duquesne,17,8.96,0
2008,East Carolina,11,-4.28,0
2008,East Tennessee State,19,-4.24,0
2008,Eastern Illinois,7,-14.72,0
2008,Eastern Kentucky,14,-9.7,0
2008,Eastern Michigan,14,-3.18,0
2008,Eastern Washington,11,-7.38,0
2008,Elon,14,-4.71,0
2008,Evansville,9,-4.62,0
2008,Fairfield,14,-5.67,0
2008,Fairleigh Dickinson,8,-13.27,0
2008,Florida A&M,15,-15.45,0
2008,Florida Atlantic,15,-5.64,0
2008,Florida International,9,-7.09,0
2008,Florida State,19,10.4,0
2008,Florida,24,12.34,0
2008,Fordham,12,-0.16,0
2008,Fresno State,13,-2.99,0
2008,Furman,7,-12.73,0
2008,Gardner-Webb,16,-4.01,0
2008,George Mason,23,6.07,1
2008,George Washington,9,-1.7,0
2008,Georgetown,28,18.73,1
2008,Georgia Southern,20,-0.07,0
2008,Georgia State,9,-7.6,0
2008,Georgia Tech,15,10.77,0
2008,Georgia,17,7.24,1
2008,Gonzaga,25,14.81,1
2008,Grambling,7,-23.49,0
2008,Green Bay,15,-0.04,0
2008,Hampton,18,-5.57,0
2008,Hartford,18,-8.75,0
2008,Harvard,8,-10.76,0
2008,Hawaii,11,-5.32,0
2008,High Point,17,-5.1,0
2008,Hofstra,12,-5.93,0
2008,Holy Cross,15,-2.67,0
2008,Houston,24,8.4,0
2008,Howard,6,-22.46,0
2008,Idaho State,12,-12,0
2008,Idaho,8,-10.75,0
2008,Illinois-Chicago,18,3.04,0
2008,Illinois State,25,8.64,0
2008,Illinois,16,10.98,0
2008,Indiana State,15,1.48,0
2008,Indiana,25,15.78,1
2008,Iona,12,-6.71,0
2008,Iowa State,14,3.97,0
2008,Iowa,13,2.77,0
2008,Fort Wayne,13,-5.25,0
2008,IUPUI,26,5.13,0
2008,Jackson State,14,-16.14,0
2008,Jacksonville State,7,-15.34,0
2008,Jacksonville,18,-8.09,0
2008,James Madison,13,-5.13,0
2008,Kansas State,21,15.79,1
2008,Kansas,37,26.9,1
2008,Kent State,28,7.47,1
2008,Kentucky,18,9.19,1
2008,La Salle,15,-0.19,0
2008,Lafayette,15,-4.57,0
2008,Lamar,19,-2.41,0
2008,Lehigh,14,-7.74,0
2008,Liberty,16,-6.1,0
2008,Lipscomb,15,-4.97,0
2008,Long Beach State,6,-12.89,0
2008,Long Island University,15,-6.02,0
2008,Longwood,9,-18.73,0
2008,Louisiana,15,-3.67,0
2008,Louisiana-Monroe,10,-8.28,0
2008,Louisiana State,13,4.99,0
2008,Louisiana Tech,6,-15.42,0
2008,Louisville,27,19,1
2008,Loyola (IL),12,-4.14,0
2008,Loyola Marymount,5,-16.94,0
2008,Loyola (MD),19,-2.85,0
2008,Maine,7,-16.25,0
2008,Manhattan,12,-7.98,0
2008,Marist,18,-0.68,0
2008,Marquette,25,18.62,1
2008,Marshall,16,2.17,0
2008,Maryland-Baltimore County,24,0.06,1
2008,Maryland-Eastern Shore,4,-23.75,0
2008,Maryland,19,9.74,0
2008,Massachusetts,25,9.6,0
2008,McNeese State,13,-9.43,0
2008,Memphis,38,23.73,1
2008,Mercer,11,-9.81,0
2008,Miami (FL),23,12.38,1
2008,Miami (OH),17,5.73,0
2008,Michigan State,27,16.32,1
2008,Michigan,10,3.05,0
2008,Middle Tennessee,17,-2.78,0
2008,Milwaukee,14,-0.99,0
2008,Minnesota,20,10.27,0
2008,Mississippi State,23,13.42,1
2008,Mississippi Valley State,17,-15.28,1
2008,Mississippi,24,12.29,0
2008,Missouri-Kansas City,11,-6.97,0
2008,Missouri State,17,5.65,0
2008,Missouri,16,11.75,0
2008,Monmouth,7,-13.13,0
2008,Montana State,15,-6.82,0
2008,Montana,14,-4.23,0
2008,Morehead State,15,-11.27,0
2008,Morgan State,22,-4.25,0
2008,Mount St. Mary's,19,-3.59,1
2008,Murray State,18,-4.42,0
2008,Navy,16,-5.88,0
2008,Nebraska,20,11.31,0
2008,Nevada-Las Vegas,27,10.23,1
2008,Nevada,21,3.92,0
2008,New Hampshire,9,-9.86,0
2008,New Mexico State,21,5.43,0
2008,New Mexico,24,12.53,0
2008,New Orleans,19,-3.06,0
2008,Niagara,19,-0.16,0
2008,Nicholls State,10,-9.17,0
2008,Norfolk State,16,-13.65,0
2008,North Carolina-Asheville,23,-2.55,0
2008,North Carolina A&T,15,-14.56,0
2008,North Carolina-Greensboro,19,1.97,0
2008,North Carolina State,15,5.41,0
2008,North Carolina-Wilmington,20,-1.89,0
2008,North Carolina,36,24.17,1
2008,North Texas,20,1.53,0
2008,Northeastern,14,-1.36,0
2008,Northern Arizona,21,-0.71,0
2008,Northern Colorado,13,-7.05,0
2008,Northern Illinois,6,-9.3,0
2008,Northern Iowa,18,4.28,0
2008,Northwestern State,15,-11.11,0
2008,Northwestern,8,-1.3,0
2008,Notre Dame,25,16.15,1
2008,Oakland,17,-0.17,0
2008,Ohio State,24,13.72,0
2008,Ohio,20,3.94,0
2008,Oklahoma State,17,9.39,0
2008,Oklahoma,23,11.97,1
2008,Old Dominion,18,2.45,0
2008,Oral Roberts,24,5.71,1
2008,Oregon State,6,-6.2,0
2008,Oregon,18,11.68,1
2008,Pacific,21,0.09,0
2008,Penn State,15,4.57,0
2008,Pennsylvania,13,-10.4,0
2008,Pepperdine,11,-8,0
2008,Pittsburgh,27,15.62,1
2008,Portland State,23,1.72,1
2008,Portland,9,-8.62,0
2008,Prairie View,8,-21.36,0
2008,Princeton,6,-11.42,0
2008,Providence,15,8.38,0
2008,Purdue,25,13.1,1
2008,Quinnipiac,15,-8.01,0
2008,Radford,10,-14.72,0
2008,Rhode Island,21,8.42,0
2008,Rice,3,-10.29,0
2008,Richmond,16,0.22,0
2008,Rider,23,1.86,0
2008,Robert Morris,26,-0.07,0
2008,Rutgers,11,-1.57,0
2008,Sacramento State,4,-17.5,0
2008,Sacred Heart,18,-5.9,0
2008,Saint Francis (PA),6,-13.52,0
2008,Saint Joseph's,21,9.63,1
2008,Saint Louis,16,0.31,0
2008,Saint Mary's (CA),25,11.39,1
2008,Saint Peter's,6,-10.01,0
2008,Sam Houston State,23,-0.25,0
2008,Samford,14,-11.97,0
2008,San Diego State,20,5.21,0
2008,San Diego,22,3.39,1
2008,San Francisco,10,-7.02,0
2008,San Jose State,13,-9.2,0
2008,Santa Clara,15,-0.77,0
2008,Savannah State,13,-16.24,0
2008,Seton Hall,17,4.84,0
2008,Siena,23,4.06,1
2008,South Alabama,26,7.76,1
2008,South Carolina State,13,-15.9,0
2008,South Carolina,14,7.3,0
2008,South Florida,12,5.17,0
2008,Southeast Missouri State,12,-13.78,0
2008,Southeastern Louisiana,17,-5.78,0
2008,Southern California,21,13.89,1
2008,Southern Illinois,18,8.73,0
2008,Southern Methodist,10,-8.41,0
2008,Southern Mississippi,19,3.77,0
2008,Southern Utah,11,-6.35,0
2008,Southern,11,-16.05,0
2008,St. Bonaventure,8,-5.33,0
2008,St. Francis (NY),7,-12.64,0
2008,St. John's (NY),11,2.94,0
2008,Stanford,28,16.31,1
2008,Stephen F. Austin,26,1.42,0
2008,Stetson,16,-11.42,0
2008,Stony Brook,7,-12.36,0
2008,Syracuse,21,12.65,0
2008,Temple,21,8.16,1
2008,Tennessee-Martin,17,-8.24,0
2008,Tennessee State,15,-6.95,0
2008,Tennessee Tech,13,-7.95,0
2008,Tennessee,31,18.41,1
2008,Texas A&M-Corpus Christi,9,-9.21,0
2008,Texas A&M,25,16.2,1
2008,Texas-Arlington,21,-2.87,1
2008,Texas Christian,14,-0.92,0
2008,Texas-El Paso,19,4.79,0
2008,Texas-Rio Grande Valley,18,-10.51,0
2008,Texas-San Antonio,13,-10.43,0
2008,Texas Southern,7,-20.91,0
2008,Texas State,13,-9.8,0
2008,Texas Tech,16,7.35,0
2008,Texas,31,18.13,1
2008,Toledo,11,-5.58,0
2008,Towson,13,-7.1,0
2008,Troy,12,-7.03,0
2008,Tulane,17,0.41,0
2008,Tulsa,25,7.28,0
2008,UCLA,35,21.71,1
2008,Utah State,24,1.71,0
2008,Utah,18,7.35,0
2008,Valparaiso,22,2.35,0
2008,Vanderbilt,26,10.96,1
2008,Vermont,16,-4.17,0
2008,Villanova,22,11,1
2008,Virginia Commonwealth,24,6.57,0
2008,VMI,14,-9.48,0
2008,Virginia Tech,21,12,0
2008,Virginia,17,7.6,0
2008,Wagner,23,-7.01,0
2008,Wake Forest,17,9.29,0
2008,Washington State,26,16.35,1
2008,Washington,16,9.09,0
2008,Weber State,16,-3.92,0
2008,West Virginia,26,17.97,1
2008,Western Carolina,10,-8.16,0
2008,Western Illinois,12,-10.45,0
2008,Western Kentucky,29,9.34,1
2008,Western Michigan,20,3.2,0
2008,Wichita State,11,1.04,0
2008,William & Mary,17,-4.08,0
2008,Winthrop,22,3.61,1
2008,Wisconsin,31,19.59,1
2008,Wofford,16,-5.77,0
2008,Wright State,21,2.38,0
2008,Wyoming,12,-3.92,0
2008,Xavier,30,17.17,1
2008,Yale,13,-6.54,0
2008,Youngstown State,9,-5.76,0
2009,Air Force,10,-2.99,0
2009,Akron,23,3.37,1
2009,Alabama A&M,8,-19.72,0
